id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
776810,Loft in Dallas · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,4096626,Eric,,District 2,32.81462,-96.81586,Entire home/apt,75,5,29,2020-03-26,0.22,1,344,0,
795703,Condo in Dallas · ★4.84 · 1 bedroom · 1 bed · 1 bath,4191322,Michelle,,District 14,32.80327,-96.80976,Entire home/apt,243,30,70,2022-09-25,0.55,1,270,1,
826118,Home in Dallas · ★4.83 · 1 bedroom · 1 bed · 1 private bath,804559,Rod,,District 12,32.98825,-96.78926,Private room,62,2,24,2023-06-12,0.25,4,285,4,
826178,Home in Dallas · ★5.0 · 1 bedroom · 2 beds · 1 private bath,804559,Rod,,District 12,32.98621,-96.78857,Private room,40,2,23,2020-01-31,0.19,4,284,0,
826201,Home in Dallas · ★4.77 · 1 bedroom · 1 bed · 1 private bath,804559,Rod,,District 12,32.98853,-96.78903,Private room,54,30,31,2023-03-07,0.25,4,152,5,
860248,Home in Dallas · ★4.82 · 1 bedroom · 1 bed · 1 private bath,4505460,Judy,,District 9,32.85509,-96.70625,Private room,43,7,68,2023-05-20,0.81,3,104,13,
1056850,Rental unit in Dallas · ★4.99 · 1 bedroom · 1 bed · 1 bath,5821283,Kathy,,District 14,32.82181,-96.80816,Entire home/apt,95,2,135,2023-04-11,1.31,3,227,7,
1154424,Rental unit in Dallas · ★4.61 · Studio · 1 bed · 1 bath,6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,92,3,92,2022-07-05,0.75,10,306,0,
1158488,Guest suite in Dallas · ★4.97 · 1 bedroom · 2 beds · 1 bath,5037857,Marie,,District 14,32.81723,-96.76775,Entire home/apt,92,3,200,2023-04-17,1.63,1,329,10,
1223427,Rental unit in Dallas · ★4.63 · Studio · 1 bed · 1 bath,6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,92,3,92,2023-05-15,0.75,10,313,2,
1277933,Home in Dallas · ★4.63 · 2 bedrooms · 2 beds · 1 shared bath,6904484,C. F. Sandy,,District 11,32.92449,-96.79062,Private room,65,1,32,2019-11-09,0.42,1,136,0,
1479800,Home in Dallas · ★4.93 · 1 bedroom · 1 bed · 1 private bath,3809024,Holly,,District 14,32.83103,-96.7638,Private room,90,2,102,2023-05-15,0.85,3,44,1,
1488809,Home in Dallas · ★4.91 · 1 bedroom · 1 bed · 1 bath,7961670,Jill,,District 1,32.74566,-96.83436,Private room,61,1,735,2023-07-02,6.16,1,111,31,
1507428,Rental unit in Dallas · ★4.63 · Studio · 1 bed · 1 bath,6063232,Joan,,District 14,32.81961,-96.78996,Entire home/apt,78,3,68,2023-06-19,0.57,10,337,4,
1610263,Rental unit in Dallas · ★New · 1 bedroom · 1 bed · 1 bath,8532397,Sasan,,District 12,33.002593187421546,-96.77834108804409,Entire home/apt,72,30,0,,,1,41,0,
1627338,Home in Dallas · 1 bedroom · 1 bed · 1 shared bath,3932821,Greg,,District 9,32.81088,-96.70323,Shared room,39,60,0,,,2,0,0,
1774599,Rental unit in Dallas · ★4.42 · 1 bedroom · 1 bed · 1 bath,3932821,Greg,,District 14,32.81029,-96.73111,Entire home/apt,40,24,48,2019-03-09,0.41,2,0,0,
1826550,Townhouse in Dallas · ★4.94 · 1 bedroom · 1 bed · 1 private bath,9557710,Jeff,,District 14,32.78112,-96.79165,Private room,90,1,590,2023-06-16,5.02,3,33,55,
1832427,Townhouse in Dallas · ★4.99 · 3 bedrooms · 3 beds · 3.5 baths,9557710,Jeff,,District 2,32.77805,-96.79362,Entire home/apt,372,2,158,2023-06-27,1.38,3,36,18,
1856710,Home in Dallas · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,3809024,Holly,,District 14,32.83531,-96.77386,Private room,85,2,39,2023-02-27,0.33,3,322,3,
1864741,Guesthouse in Dallas · ★4.84 · 1 bedroom · 1 bed · 1 bath,9723429,Carrie,,District 1,32.73153,-96.8289,Entire home/apt,92,1,189,2023-04-19,1.80,1,0,33,
2082487,Rental unit in Dallas · ★4.55 · Studio · 1 bed · 1 bath,6063232,Joan,,District 14,32.820461,-96.789574,Entire home/apt,92,3,60,2021-11-28,0.52,10,333,0,
2169463,Bed and breakfast in Dallas · ★4.79 · 1 bedroom · 3 beds · 2 baths,11067935,Thierry,,District 13,32.90005,-96.84828,Private room,85,1,42,2022-04-03,0.37,1,359,0,
2537593,Home in Dallas · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,12993311,Jan,,District 2,32.7991,-96.75911,Private room,50,5,51,2023-04-30,0.45,4,286,2,
2707172,Home in Dallas · ★4.43 · 1 bedroom · 1 bed · 1 private bath,12321313,Judith,,District 12,32.99264,-96.83711,Private room,78,1,14,2022-12-16,0.14,2,349,3,
2745099,Home in Dallas · ★4.93 · 2 bedrooms · 2 beds · 1 private bath,14042475,Mina,,District 7,32.78619,-96.71823,Private room,40,31,30,2020-03-31,0.28,1,76,0,
2762537,Rental unit in Dallas · ★4.72 · Studio · 1 bed · 1 bath,6063232,Joan,,District 14,32.81821,-96.78901,Entire home/apt,92,3,80,2023-05-29,0.72,10,303,7,
2800000,Home in Dallas · ★4.67 · 1 bedroom · 4 beds · 1 shared bath,7173761,Fred,,District 7,32.77919,-96.76883,Private room,150,1,326,2023-06-25,3.98,1,177,11,
2843930,Home in Dallas · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,3809024,Holly,,District 14,32.8355,-96.77328,Private room,85,2,35,2023-05-31,0.32,3,307,4,
2888879,Home in Dallas · 3 bedrooms · 3 beds · 2 baths,10667067,Jj,,District 12,32.99392,-96.87089,Entire home/apt,500,1,1,2015-07-27,0.01,1,0,0,
2958951,Home in Dallas · ★4.65 · 2 bedrooms · 2 beds · 2 baths,885061,Roberto,,District 14,32.79452,-96.78482,Entire home/apt,100,14,27,2022-08-07,0.24,3,25,1,
2967263,Home in Dallas · ★4.71 · 1 bedroom · 1 bed · 1 private bath,12993311,Jan,,District 2,32.79924,-96.75774,Private room,70,5,41,2023-07-12,0.38,4,311,6,
2985692,Rental unit in Dallas · ★4.79 · 1 bedroom · 1 bed · 1 bath,6063232,Joan,,District 14,32.81848,-96.78926,Entire home/apt,111,3,57,2022-12-22,0.51,10,287,1,
3003479,Rental unit in Dallas · ★4.89 · 2 bedrooms · 2 beds · 2 baths,11801188,Rc,,District 2,32.80935,-96.81724,Entire home/apt,146,2,267,2021-02-08,2.48,2,327,0,
3143997,Home in Dallas · ★4.96 · 1 bedroom · 1 bed · 1 private bath,15962199,Teena,,District 13,32.9247,-96.82748,Private room,52,3,68,2023-06-25,0.88,1,44,8,
3199397,Home in Dallas · ★4.94 · 1 bedroom · 1 bed · 1 bath,16213597,Alicia,,District 9,32.81929,-96.70964,Private room,65,2,36,2018-06-04,0.33,1,1,0,
3230663,Home in Dallas · ★4.78 · 2 bedrooms · 2 beds · 1 bath,413304,Debbie,,District 1,32.746212,-96.858727,Entire home/apt,124,28,94,2023-07-07,1.04,1,19,7,
3401228,Home in Dallas · ★4.92 · 2 bedrooms · 2 beds · 1 bath,104258,Julie,,District 1,32.74839,-96.83105,Entire home/apt,148,2,177,2020-12-13,2.15,1,0,0,
3463371,Rental unit in Dallas · ★4.72 · 1 bedroom · 1 bed · 1 bath,6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,114,3,36,2023-05-18,0.34,10,305,2,
3676585,Rental unit in Dallas · ★4.83 · 1 bedroom · 3 beds · 1 bath,6324192,Amy,,District 14,32.83104,-96.76606,Entire home/apt,97,2,311,2023-07-01,2.87,1,280,34,
3829594,Condo in Dallas · ★4.87 · 2 bedrooms · 4 beds · 2 baths,17424986,Naveed,,District 14,32.81796,-96.79358,Entire home/apt,69,20,19,2018-12-08,0.18,1,0,0,
4098495,Home in Dallas · ★4.99 · 1 bedroom · 1 bed · 1 private bath,21257246,John,,District 1,32.73216,-96.83244,Private room,70,1,80,2023-07-02,0.75,1,196,25,
4110844,Home in Dallas · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,12321313,Judith,,District 12,32.99339,-96.83601,Private room,84,1,9,2020-09-04,0.08,2,318,0,
4311007,Townhouse in Dallas · ★4.94 · 2 bedrooms · 2 beds · 2.5 baths,14736042,Zagros,,District 14,32.81295,-96.76305,Entire home/apt,206,2,109,2023-04-29,1.02,1,339,6,
4311137,Home in Dallas · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,12993311,Jan,,District 2,32.79756,-96.75751,Private room,50,5,30,2022-10-22,0.28,4,284,1,
4630130,Home in Dallas · ★4.78 · 3 bedrooms · 3 beds · 2.5 baths,22330135,Lisa,,District 12,32.99791,-96.80412,Entire home/apt,195,3,50,2023-06-03,0.49,1,339,3,
4671587,Townhouse in Dallas · ★4.90 · 3 bedrooms · 3 beds · 3.5 baths,23751816,Blake,,District 2,32.78085,-96.79107,Entire home/apt,303,2,255,2023-04-30,2.43,2,349,25,
4979180,Home in Dallas · ★4.95 · 3 bedrooms · 4 beds · 3 baths,10435889,Tiffaney,,District 14,32.83063,-96.77932,Entire home/apt,769,2,190,2023-07-04,1.88,1,353,21,
5019741,Townhouse in Dallas · ★4.76 · 3 bedrooms · 3 beds · 2 baths,9761734,Michael,,District 14,32.79689,-96.78413,Entire home/apt,135,28,63,2023-05-06,0.61,2,317,2,
5249358,Condo in Dallas · ★4.45 · 2 bedrooms · 2 baths,4910092,Shailin,,District 14,32.84353,-96.76413,Entire home/apt,120,180,22,2020-01-11,0.21,1,209,0,
5608008,Guesthouse in Dallas · ★4.84 · 1 bedroom · 1 bed · 1 bath,9954289,Mark,,District 1,32.74084,-96.86823,Entire home/apt,91,6,62,2023-02-27,0.63,1,222,4,
5692910,Loft in Dallas · ★4.94 · 1 bedroom · 1 bed · 2.5 baths,29514625,Lisa,,District 2,32.77722,-96.79086,Entire home/apt,325,5,176,2021-03-22,1.76,1,231,0,
5778671,Home in Dallas · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,1294259,MsPadilla,,District 6,32.87351,-96.85159,Private room,35,7,9,2020-02-03,0.09,3,343,0,
6017390,Loft in Dallas · 1 bedroom · 1 bed · 1 bath,31234076,Adam,,District 14,32.829478733895606,-96.7705114558339,Entire home/apt,169,30,0,,,1,349,0,
6291070,Home in Dallas · ★4.83 · 3 bedrooms · 3 beds · 3 baths,484119371,Dre,,District 2,32.81832,-96.78003,Entire home/apt,375,1,18,2023-05-29,2.01,1,10,18,
6488857,Home in Dallas · ★4.25 · 4 bedrooms · 4 beds · 3 baths,32135472,Jamal,,District 9,32.84383,-96.67262,Entire home/apt,200,1,4,2023-01-29,0.42,1,133,4,
7047741,Guesthouse in Dallas · ★4.96 · 1 bedroom · 1 bed · 1 bath,36887133,Vernon,,District 9,32.80841,-96.71194,Entire home/apt,92,3,515,2023-04-24,5.26,2,214,34,
7258293,Cottage in Dallas · ★4.85 · Studio · 2 beds · 1 bath,37999128,Mona,,District 5,32.76849,-96.69209,Entire home/apt,55,30,219,2022-05-01,2.26,1,164,0,
7597852,Home in Dallas · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,1294259,MsPadilla,,District 6,32.87167,-96.85274,Private room,32,7,5,2022-09-11,0.05,3,74,1,
7601082,Guest suite in Dallas · ★4.88 · 3 bedrooms · 4 beds · 2 baths,3527030,Sean,,District 1,32.74994,-96.83263,Entire home/apt,205,2,161,2023-05-14,1.67,1,328,4,
7627921,Home in Dallas · ★5.0 · 1 bedroom · 1 bed · 1 private bath,40014595,Carlos,,District 13,32.92284,-96.81189,Private room,46,30,33,2023-05-01,0.37,1,0,2,
7715777,Home in Dallas · ★4.86 · 5 bedrooms · 9 beds · 5.5 baths,24407447,Blake,,District 10,32.89686,-96.73039,Entire home/apt,528,2,237,2023-07-07,2.45,13,325,31,
7966111,Home in Dallas · ★4.50 · 3 bedrooms · 3 beds · 2 baths,42032525,Katie,,District 3,32.6916453,-96.9281838,Entire home/apt,167,3,4,2023-06-07,0.47,1,168,4,
8091577,Home in Dallas · ★4.21 · 4 bedrooms · 8 beds · 2 baths,42512828,Monica,,District 3,32.73494,-96.92931,Entire home/apt,129,1,29,2023-07-08,0.31,3,352,12,
8131624,Rental unit in Dallas · ★4.80 · 2 bedrooms · 2 beds · 1 bath,20651761,Shannon,,District 14,32.78885,-96.80644,Entire home/apt,475,1,5,2015-12-06,0.05,1,363,0,
8194959,Guest suite in Dallas · ★4.89 · Studio · 1 bed · 1 bath,11394453,Jeff,,District 2,32.83716,-96.82378,Entire home/apt,115,3,376,2023-07-13,4.14,1,75,28,
8311622,Home in Dallas · ★4.91 · 1 bedroom · 1 bed · 1 bath,40543093,Michele,,District 14,32.81073,-96.81068,Private room,90,2,35,2021-10-09,0.37,1,365,0,
8452797,Bungalow in Dallas · ★4.99 · 2 bedrooms · 2 beds · 2 baths,27100767,Ally,,District 9,32.85106,-96.70795,Entire home/apt,175,3,85,2023-06-24,0.90,1,200,10,
8513649,Home in Dallas · ★4.97 · 3 bedrooms · 4 beds · 2 baths,13030399,Katrina,,District 1,32.74825,-96.82864,Entire home/apt,194,2,295,2023-07-10,3.18,5,138,44,
8568055,Guesthouse in Dallas · ★4.69 · 1 bedroom · 1 bed · 1 bath,38961725,Theresa,,District 14,32.82246,-96.76485,Entire home/apt,65,7,35,2023-01-24,0.37,1,333,8,
8629270,Home in Dallas · ★4.75 · 4 bedrooms · 6 beds · 3 baths,45385076,Alan,,District 12,32.97356,-96.78553,Entire home/apt,400,2,16,2023-06-25,0.35,1,177,4,
8632797,Rental unit in Dallas · ★4.88 · 1 bedroom · 2 beds · 1 shared bath,9858809,Max,,District 12,33.01179,-96.84653,Shared room,29,1,33,2016-07-25,0.35,1,127,0,
8716333,Rental unit in Dallas · ★4.89 · 1 bedroom · 1 bed · 1 private bath,27296534,Katie,,District 11,32.95742,-96.8076,Private room,71,2,47,2018-04-06,0.50,1,364,0,
8731213,Condo in Dallas · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,45814261,Brian,,District 14,32.82166,-96.79399,Entire home/apt,120,30,27,2022-12-31,0.29,1,217,3,
8742873,Home in Dallas · ★4.92 · 1 bedroom · 1 bed · 1 private bath,45865766,Margaret,,District 12,33.00763,-96.83379,Private room,55,3,72,2023-05-31,0.77,1,337,7,
9065056,Rental unit in Dallas · ★4.97 · 1 bedroom · 1 bed · 1 bath,5821283,Kathy,,District 14,32.82255,-96.80958,Entire home/apt,95,2,92,2023-04-17,1.09,3,148,4,
9075727,Guesthouse in Dallas · ★4.93 · 1 bedroom · 1 bed · 1 bath,40907479,Lisa,,District 13,32.85627,-96.84056,Entire home/apt,99,3,229,2022-06-24,2.76,9,349,0,
9079838,Townhouse in Dallas · ★4.74 · 1 bedroom · 1 bed · 1 bath,47350784,Michael,,District 14,32.81229,-96.75367,Private room,70,31,31,2022-10-05,0.35,2,0,4,
9094457,Rental unit in Dallas · ★4.73 · 1 bedroom · 1 bed · 1 bath,6063232,Joan,,District 14,32.818684,-96.790154,Entire home/apt,111,3,22,2020-11-25,0.24,10,313,0,
9294481,Rental unit in Dallas · ★4.79 · 1 bedroom · 1 bed · 1 bath,2017907,Peter,,District 14,32.83198,-96.77129,Entire home/apt,135,31,28,2023-01-07,0.32,1,296,2,
9300551,Bungalow in Dallas · ★4.75 · 2 bedrooms · 2 beds · 2 baths,5096616,Robert,,District 14,32.82201,-96.75809,Entire home/apt,109,30,24,2022-08-31,0.26,1,46,2,
9340939,Home in Dallas · ★4.65 · 1 bedroom · 1 bed · 1.5 baths,25090597,David,,District 10,32.87362,-96.72642,Private room,70,1,35,2016-11-20,0.38,1,0,0,
9415835,Home in Dallas · ★4.85 · 1 bedroom · 1 bed · 1 bath,48821106,Dia,,District 14,32.81272,-96.76833,Entire home/apt,89,2,87,2023-06-12,0.94,1,172,9,
9461534,Condo in Dallas · ★4.77 · 2 bedrooms · 4 beds · 2 baths,47783364,Adam,,District 9,32.84515,-96.76122,Entire home/apt,76,30,31,2022-10-13,0.34,2,0,2,
9462838,Rental unit in Dallas · ★4.91 · 1 bedroom · 1 bed · 1 bath,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,65,30,22,2022-09-18,0.27,9,337,2,
9527840,Home in Dallas · ★5.0 · 1 bedroom · 1 bed · 2 baths,47792621,Jay,,District 1,32.73396,-96.85481,Private room,49,1,47,2020-02-17,0.51,1,0,0,
9759515,Guesthouse in Dallas · ★4.95 · 1 bedroom · 1 bed · 1 bath,20205060,Stan,,District 14,32.81596,-96.81054,Entire home/apt,126,2,451,2023-06-28,5.04,3,274,38,
10037035,Rental unit in Dallas · ★4.92 · Studio · 1 bed · 1 bath,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,64,30,39,2023-03-11,0.45,9,97,4,
10037226,Condo in Dallas · ★4.73 · 1 bedroom · 1 bed · 1 bath,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,62,30,22,2023-04-30,0.26,9,245,2,
10042361,Rental unit in Dallas · ★4.71 · 1 bedroom · 1 bed · 1 bath,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,54,30,24,2023-05-28,0.28,9,207,3,
10306419,Home in Dallas · ★4.86 · 1 bedroom · 1 bed · 1 private bath,12993311,Jan,,District 2,32.79916,-96.75921,Private room,70,5,44,2022-12-07,0.49,4,318,2,
10313293,Rental unit in Dallas · ★4.93 · 1 bedroom · 2 beds · 1 bath,53066413,Jennifer,,District 9,32.84257,-96.74007,Entire home/apt,84,30,137,2023-02-06,1.50,1,164,4,
10354464,Home in Dallas · ★4.98 · 1 bedroom · 2 beds · 1 bath,27836510,Judy,,District 14,32.80187,-96.75521,Entire home/apt,110,2,143,2023-04-16,1.59,1,330,22,
10593020,Rental unit in Dallas · ★5.0 · 1 bedroom · 1 bed · 1 bath,6211771,Frances,,District 9,32.80852,-96.71359,Entire home/apt,84,28,37,2023-05-08,0.41,1,200,7,
10766446,Guesthouse in Dallas · ★4.76 · 1 bedroom · 1 bed · 1 bath,10603454,Jerod,,District 9,32.81443,-96.70419,Entire home/apt,66,1,42,2023-07-06,2.60,1,202,32,
11136470,Condo in Dallas · ★4.85 · 1 bedroom · 1 bed · 1 bath,1237905,Manuel,,District 10,32.88142,-96.73385,Entire home/apt,90,14,48,2023-04-04,0.53,3,240,3,
11370969,Rental unit in Dallas · ★4.78 · 1 bedroom · 1 bed · 1 bath,21699077,Elizabeth,,District 2,32.79873,-96.77395,Entire home/apt,92,2,68,2023-03-03,0.77,2,344,5,
11438478,Home in Dallas · ★4.94 · 1 bedroom · 1 bed · 1 private bath,43889052,Israel,,District 2,32.82302,-96.83167,Private room,45,31,78,2023-06-30,1.01,4,81,3,
11444644,Rental unit in Dallas · ★4.40 · 2 bedrooms · 2 beds · 2 baths,47650530,Ray,,District 2,32.8173,-96.83216,Entire home/apt,54,30,53,2023-05-13,0.59,1,302,4,
11498438,Condo in Dallas · ★4.84 · 1 bedroom · 1 bed · 1 bath,16783105,Mike,,District 11,32.88763,-96.77053,Entire home/apt,72,10,43,2023-05-04,0.50,6,337,3,
11510807,Townhouse in Dallas · ★4.92 · 3 bedrooms · 3 beds · 3.5 baths,37273366,City,,District 14,32.81862,-96.80791,Entire home/apt,239,2,103,2023-06-23,1.34,3,346,19,
11533190,Condo in Dallas · ★4.87 · 1 bedroom · 1 bed · 1 bath,16783105,Mike,,District 11,32.88491,-96.77128,Entire home/apt,75,10,46,2023-05-18,0.54,6,336,7,
11551096,Guesthouse in Dallas · ★4.87 · 1 bedroom · 2 beds · 1 bath,60978791,Charles,,District 11,32.89721,-96.77555,Entire home/apt,137,2,93,2023-07-12,4.47,1,140,54,
11606945,Guesthouse in Dallas · ★4.71 · 1 bedroom · 1 bed · 1 bath,61431187,John,,District 11,32.90476,-96.80272,Entire home/apt,107,30,48,2023-05-18,0.54,1,140,4,
11656994,Rental unit in Dallas · ★4.89 · 2 bedrooms · 1 bed · 1.5 baths,49028930,Brett,,District 2,32.808,-96.81287,Entire home/apt,65,30,9,2023-05-21,0.11,9,279,3,
11674489,Rental unit in Dallas · ★4.59 · 1 bedroom · 2 beds · 1 bath,31101090,Lupe,,District 1,32.74945,-96.82826,Entire home/apt,78,2,260,2023-06-17,3.72,2,158,44,
11757739,Home in Dallas · ★4.88 · 2 bedrooms · 2 beds · 2 baths,43889052,Israel,,District 2,32.84695,-96.82887,Entire home/apt,110,30,170,2022-10-31,1.91,4,269,8,
11773727,Home in Dallas · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,62676658,Nadia,,District 12,33.00456,-96.78763,Private room,90,2,32,2023-06-18,0.36,1,351,1,
11883701,Townhouse in Dallas · ★4.99 · 1 bedroom · 1 bed · 1 private bath,9557710,Jeff,,District 2,32.77893,-96.79058,Private room,82,1,166,2023-05-26,1.93,3,2,25,
11966988,Home in Dallas · ★4.97 · 2 bedrooms · 2 beds · 1 bath,20205060,Stan,,District 14,32.81669,-96.81073,Entire home/apt,197,2,457,2023-06-26,5.22,3,285,43,
12049690,Home in Dallas · ★4.94 · 3 bedrooms · 4 beds · 2 baths,64526429,Asher,,District 12,33.01158,-96.83751,Entire home/apt,230,1,279,2023-07-05,3.15,3,355,9,
12115172,Home in Dallas · ★4.79 · 2 bedrooms · 2 beds · 1.5 baths,5790940,Jason,,District 14,32.79571,-96.7909,Entire home/apt,157,60,58,2023-05-13,0.70,3,344,10,
12169059,Guest suite in Dallas · ★4.94 · 1 bedroom · 1 bed · 1 bath,36887133,Vernon,,District 9,32.80841,-96.71194,Entire home/apt,81,30,356,2022-05-01,4.14,2,350,0,
12230040,Condo in Dallas · ★4.96 · 1 bedroom · 1 bed · 1 private bath,53047362,Elly,,District 14,32.81819,-96.78866,Private room,85,2,72,2023-07-03,2.99,1,152,43,
12245554,Rental unit in Dallas · ★4.81 · 1 bedroom · 1 bed · 1 bath,6063232,Joan,,District 14,32.81975,-96.79046,Entire home/apt,113,3,31,2023-06-07,0.36,10,264,6,
12397251,Townhouse in Dallas · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,24649217,Van And Lynn,,District 14,32.81185,-96.79686,Entire home/apt,699,2,15,2022-10-09,0.18,1,27,1,
12731709,Townhouse in Dallas · ★4.79 · 3 bedrooms · 3 beds · 1 bath,75347198,Nic,,District 14,32.82716,-96.76485,Entire home/apt,150,2,212,2021-07-06,2.43,1,0,0,
12759576,Guesthouse in Dallas · ★4.96 · 1 bedroom · 1 bed · 1 bath,69410401,Jim,,District 1,32.74218,-96.86933,Entire home/apt,89,1,721,2023-07-11,8.40,1,296,126,
12813886,Home in Dallas · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,59509385,Jeremy,,District 1,32.75471,-96.81236,Private room,56,2,311,2023-06-13,3.56,9,76,36,
12915291,Condo in Dallas · ★4.82 · 2 bedrooms · 2 beds · 2 baths,70820214,Edina And Joe,,District 11,32.94317,-96.81048,Entire home/apt,143,2,141,2023-07-01,1.63,1,303,24,
12973068,Rental unit in Dallas · ★4.26 · 1 bedroom · 1 bed · 1 bath,43042344,Square House,,District 2,32.79576,-96.77105,Entire home/apt,74,2,223,2023-07-06,2.56,114,364,31,
12989680,Home in Dallas · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,59509385,Jeremy,,District 1,32.75427,-96.81428,Shared room,18,31,159,2023-06-23,1.82,9,90,6,
13042721,Home in Dallas · ★4.75 · 3 bedrooms · 3 beds · 2 baths,54424591,Bruce,,District 14,32.82835,-96.76814,Entire home/apt,339,3,145,2023-05-14,1.67,1,322,17,
13082432,Home in Dallas · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,59509385,Jeremy,,District 1,32.75596,-96.81204,Shared room,21,4,232,2023-06-30,2.68,9,161,6,
13139581,Townhouse in Dallas · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,73227695,Aj,,District 14,32.79702,-96.79184,Private room,132,1,119,2022-05-13,1.38,6,155,0,
13201433,Rental unit in Dallas · ★4.83 · 1 bedroom · 2 beds · 1 bath,72094342,Ashley,,District 2,32.78164449585248,-96.7848389131365,Entire home/apt,102,1,191,2023-07-14,9.08,2,117,116,
13262768,Townhouse in Dallas · ★4.96 · 1 bedroom · 2 beds · 1 private bath,74141217,Fiona,,District 14,32.80227,-96.78656,Private room,85,2,208,2022-07-10,2.40,1,1,0,
13326792,Townhouse in Dallas · ★5.0 · 1 bedroom · 1 bed · 1 private bath,61276660,M,,District 2,32.76758,-96.79105,Private room,88,2,51,2023-06-04,0.87,1,107,9,
13379582,Townhouse in Dallas · ★4.97 · 1 bedroom · 1 bed · 1 private bath,76039395,Rob,,District 14,32.81582,-96.76825,Private room,79,2,91,2023-07-05,1.06,2,20,21,
13452559,Rental unit in Dallas · ★4.53 · 1 bedroom · 1 bed · 1 bath,43042344,Square House,,District 2,32.79573,-96.76978,Entire home/apt,73,5,242,2023-07-13,2.81,114,364,36,
13635641,Rental unit in Dallas · ★4.67 · 2 bedrooms · 2 beds · 1 bath,23916014,Braden,,District 14,32.80039,-96.76521,Entire home/apt,117,5,12,2023-05-31,0.45,70,256,4,
14038228,Loft in Dallas · ★4.68 · 2 bedrooms · 2 beds · 1.5 baths,23916014,Braden,,District 14,32.81234,-96.75664,Entire home/apt,129,5,19,2023-06-12,0.25,70,319,8,
14058229,Home in Dallas · ★5.0 · 1 bedroom · 1 bed · 1 private bath,1237905,Manuel,,District 13,32.89362,-96.87172,Private room,43,3,42,2019-12-26,0.50,3,0,0,
14109983,Rental unit in Dallas · ★4.99 · 1 bedroom · 4 beds · 1 bath,84990738,Teresa,,District 14,32.81481,-96.80844,Entire home/apt,121,1,421,2023-07-09,5.09,1,319,76,
14135160,Townhouse in Dallas · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,85293121,Lan,,District 13,32.87513,-96.75307,Entire home/apt,135,5,55,2023-04-15,0.69,1,89,2,
14341244,Condo in Dallas · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,23916014,Braden,,District 14,32.8114,-96.75802,Entire home/apt,148,5,10,2022-02-14,0.27,70,339,0,
14372091,Townhouse in Dallas · ★4.88 · 2 bedrooms · 2 beds · 2 baths,82337322,Donna,,District 14,32.82067,-96.80682,Entire home/apt,433,2,17,2022-12-12,0.20,2,268,1,
14385675,Condo in Dallas · Studio · 1 bed · 1.5 baths,88343790,Sadiel,,District 14,32.79666,-96.80772,Entire home/apt,250,90,0,,,1,0,0,
14386734,Home in Dallas · ★4.97 · 1 bedroom · 2 beds · 1 private bath,88358457,Jim,,District 2,32.82432,-96.83036,Private room,77,1,369,2023-07-08,4.38,1,35,68,
14430296,Condo in Dallas · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,42797060,Cindy,,District 14,32.84621,-96.76757,Private room,36,30,11,2019-01-18,0.14,1,288,0,
14553499,Rental unit in Dallas · ★4.28 · 1 bedroom · 1 bed · 1 bath,43042344,Square House,,District 2,32.796,-96.77049,Entire home/apt,79,3,226,2023-06-03,2.71,114,338,14,
14649373,Condo in Dallas · ★4.93 · 1 bedroom · 1 bed · 1 private bath,90964420,Rabecca,,District 14,32.81901,-96.8111,Private room,59,7,29,2021-11-22,0.35,1,136,0,
14828059,Townhouse in Dallas · 1 bedroom · 1 bed · 1 bath,46546689,Melanie,,District 11,32.92532,-96.7787,Private room,50,5,1,2021-08-30,0.04,1,337,0,
14839138,Rental unit in Dallas · ★5.0 · Studio · 1 bed · 1 bath,53212673,Grace,,District 14,32.79658,-96.79853,Entire home/apt,639,2,3,2016-10-09,0.04,1,358,0,
